Ensembl Gene ID	Description	Associated Gene Name
ENSG00000236264	ribosomal protein L26 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:36733]	RPL26P30
ENSG00000140451	PIF1 5'-to-3' DNA helicase [Source:HGNC Symbol;Acc:HGNC:26220]	PIF1
ENSG00000169174	proprotein convertase subtilisin/kexin type 9 [Source:HGNC Symbol;Acc:HGNC:20001]	PCSK9
ENSG00000177684	defensin, beta 114 [Source:HGNC Symbol;Acc:HGNC:18095]	DEFB114
ENSG00000233797	UFL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41007]	UFL1-AS1
ENSG00000144369	family with sequence similarity 171, member B [Source:HGNC Symbol;Acc:HGNC:29412]	FAM171B
ENSG00000223677	olfactory receptor, family 2, subfamily AD, member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:14749]	OR2AD1P
ENSG00000227213	SPATA13 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39905]	SPATA13-AS1
ENSG00000265944	long intergenic non-protein coding RNA 1387 [Source:HGNC Symbol;Acc:HGNC:44660]	LINC01387
ENSG00000231254	PC-esterase domain containing 1C, pseudogene [Source:HGNC Symbol;Acc:HGNC:44083]	PCED1CP
ENSG00000139190	vesicle-associated membrane protein 1 (synaptobrevin 1) [Source:HGNC Symbol;Acc:HGNC:12642]	VAMP1
ENSG00000228422	long intergenic non-protein coding RNA 687 [Source:HGNC Symbol;Acc:HGNC:16194]	LINC00687
ENSG00000180422	long intergenic non-protein coding RNA 304 [Source:HGNC Symbol;Acc:HGNC:26713]	LINC00304
ENSG00000164309	cardiomyopathy associated 5 [Source:HGNC Symbol;Acc:HGNC:14305]	CMYA5
ENSG00000185499	mucin 1, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7508]	MUC1
ENSG00000243188	heterogeneous nuclear ribonucleoprotein A1 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:39135]	HNRNPA1P17
ENSG00000240654	C1q and tumor necrosis factor related protein 9 [Source:HGNC Symbol;Acc:HGNC:28732]	C1QTNF9
ENSG00000229541	glyceraldehyde 3 phosphate dehydrogenase pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:37778]	GAPDHP26
ENSG00000014123	UFM1-specific ligase 1 [Source:HGNC Symbol;Acc:HGNC:23039]	UFL1
ENSG00000179855	GIPC PDZ domain containing family, member 3 [Source:HGNC Symbol;Acc:HGNC:18183]	GIPC3
ENSG00000116396	potassium voltage-gated channel, Shaw-related subfamily, member 4 [Source:HGNC Symbol;Acc:HGNC:6236]	KCNC4
ENSG00000221963	apolipoprotein L, 6 [Source:HGNC Symbol;Acc:HGNC:14870]	APOL6
ENSG00000158815	fibroblast growth factor 17 [Source:HGNC Symbol;Acc:HGNC:3673]	FGF17
ENSG00000099341	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8 [Source:HGNC Symbol;Acc:HGNC:9566]	PSMD8
ENSG00000161277	THAP domain containing 8 [Source:HGNC Symbol;Acc:HGNC:23191]	THAP8
ENSG00000267647	microtubule-associated protein 1 light chain 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:31004]	MAP1LC3P
ENSG00000161040	F-box and leucine-rich repeat protein 13 [Source:HGNC Symbol;Acc:HGNC:21658]	FBXL13
ENSG00000121390	paraspeckle component 1 [Source:HGNC Symbol;Acc:HGNC:20320]	PSPC1
ENSG00000205456	TP53 target 3D [Source:HGNC Symbol;Acc:HGNC:44657]	TP53TG3D
ENSG00000134897	basic, immunoglobulin-like variable motif containing [Source:HGNC Symbol;Acc:HGNC:16034]	BIVM
ENSG00000101367	microtubule-associated protein, RP/EB family, member 1 [Source:HGNC Symbol;Acc:HGNC:6890]	MAPRE1
ENSG00000224752	vomeronasal 1 receptor 21 pseudogene [Source:HGNC Symbol;Acc:HGNC:37336]	VN1R21P
ENSG00000268510	interferon, lambda 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44483]	IFNL3P1
ENSG00000230931	glucoside xylosyltransferase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39676]	GXYLT1P1
ENSG00000142765	synaptotagmin-like 1 [Source:HGNC Symbol;Acc:HGNC:15584]	SYTL1
ENSG00000225674	importin 7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39838]	IPO7P2
ENSG00000245694	colorectal neoplasia differentially expressed (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:37078]	CRNDE
ENSG00000166523	C-type lectin domain family 4, member E [Source:HGNC Symbol;Acc:HGNC:14555]	CLEC4E
ENSG00000135211	transmembrane protein 60 [Source:HGNC Symbol;Acc:HGNC:21754]	TMEM60
ENSG00000140534	TOPBP1-interacting checkpoint and replication regulator [Source:HGNC Symbol;Acc:HGNC:28704]	TICRR
ENSG00000162946	disrupted in schizophrenia 1 [Source:HGNC Symbol;Acc:HGNC:2888]	DISC1
ENSG00000228116	palmitoyl-protein thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:9326]	PPT2
ENSG00000204718	calponin 2 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:39834]	CNN2P12
ENSG00000137492	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor) [Source:HGNC Symbol;Acc:HGNC:9440]	PRKRIR
ENSG00000168256	NFKB inhibitor interacting Ras-like 2 [Source:HGNC Symbol;Acc:HGNC:17898]	NKIRAS2
ENSG00000255763	mitochondrial ribosomal protein S18C pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:29745]	MRPS18CP4
ENSG00000110651	CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701]	CD81
ENSG00000248287	secretoglobin, family 1D, member 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:42735]	SCGB1D5P
ENSG00000113263	IL2-inducible T-cell kinase [Source:HGNC Symbol;Acc:HGNC:6171]	ITK
ENSG00000152270	phosphodiesterase 3B, cGMP-inhibited [Source:HGNC Symbol;Acc:HGNC:8779]	PDE3B
ENSG00000001631	KRIT1, ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573]	KRIT1
ENSG00000146383	trace amine associated receptor 6 [Source:HGNC Symbol;Acc:HGNC:20978]	TAAR6
ENSG00000205856	chromosome 22 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:27160]	C22orf42
ENSG00000205089	cyclin I family, member 2 [Source:HGNC Symbol;Acc:HGNC:33869]	CCNI2
ENSG00000067177	phosphorylase kinase, alpha 1 (muscle) [Source:HGNC Symbol;Acc:HGNC:8925]	PHKA1
ENSG00000100941	pinin, desmosome associated protein [Source:HGNC Symbol;Acc:HGNC:9162]	PNN
ENSG00000233634	glutamic-oxaloacetic transaminase 2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:38439]	GOT2P5
ENSG00000163581	solute carrier family 2 (facilitated glucose transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:11006]	SLC2A2
ENSG00000108255	crystallin, beta A1 [Source:HGNC Symbol;Acc:HGNC:2394]	CRYBA1
ENSG00000253454	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:48855]	NDUFA5P2
ENSG00000030419	IKAROS family zinc finger 2 (Helios) [Source:HGNC Symbol;Acc:HGNC:13177]	IKZF2
ENSG00000146426	T-cell lymphoma invasion and metastasis 2 [Source:HGNC Symbol;Acc:HGNC:11806]	TIAM2
ENSG00000125735	tumor necrosis factor (ligand) superfamily, member 14 [Source:HGNC Symbol;Acc:HGNC:11930]	TNFSF14
ENSG00000198839	zinc finger protein 277 [Source:HGNC Symbol;Acc:HGNC:13070]	ZNF277
ENSG00000156127	basic leucine zipper transcription factor, ATF-like [Source:HGNC Symbol;Acc:HGNC:958]	BATF
ENSG00000237361	tumor suppressor candidate 8 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:49111]	TUSC8
ENSG00000255494	long intergenic non-protein coding RNA 681 [Source:HGNC Symbol;Acc:HGNC:44423]	LINC00681
ENSG00000277443	myristoylated alanine-rich protein kinase C substrate [Source:HGNC Symbol;Acc:HGNC:6759]	MARCKS
ENSG00000107447	DNA nucleotidylexotransferase [Source:HGNC Symbol;Acc:HGNC:2983]	DNTT
ENSG00000147174	acidic repeat containing [Source:HGNC Symbol;Acc:HGNC:15805]	ACRC
ENSG00000197635	dipeptidyl-peptidase 4 [Source:HGNC Symbol;Acc:HGNC:3009]	DPP4
ENSG00000148219	astrotactin 2 [Source:HGNC Symbol;Acc:HGNC:17021]	ASTN2
ENSG00000100445	short chain dehydrogenase/reductase family 39U, member 1 [Source:HGNC Symbol;Acc:HGNC:20275]	SDR39U1
ENSG00000274611	TBC1 domain family, member 3 [Source:HGNC Symbol;Acc:HGNC:19031]	TBC1D3
ENSG00000147650	low density lipoprotein receptor-related protein 12 [Source:HGNC Symbol;Acc:HGNC:31708]	LRP12
ENSG00000242525	olfactory receptor, family 7, subfamily E, member 100 pseudogene [Source:HGNC Symbol;Acc:HGNC:15048]	OR7E100P
ENSG00000181894	zinc finger protein 329 [Source:HGNC Symbol;Acc:HGNC:14209]	ZNF329
ENSG00000159289	golgin A6 family, member A [Source:HGNC Symbol;Acc:HGNC:13567]	GOLGA6A
ENSG00000213189	basic transcription factor 3-like 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39646]	BTF3L4P2
ENSG00000122507	Bardet-Biedl syndrome 9 [Source:HGNC Symbol;Acc:HGNC:30000]	BBS9
ENSG00000205542	thymosin beta 4, X-linked [Source:HGNC Symbol;Acc:HGNC:11881]	TMSB4X
ENSG00000111405	endonuclease, polyU-specific [Source:HGNC Symbol;Acc:HGNC:14369]	ENDOU
ENSG00000119927	glycerol-3-phosphate acyltransferase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:24865]	GPAM
ENSG00000142528	zinc finger protein 473 [Source:HGNC Symbol;Acc:HGNC:23239]	ZNF473
ENSG00000134962	klotho beta [Source:HGNC Symbol;Acc:HGNC:15527]	KLB
ENSG00000182957	spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222]	SPATA13
ENSG00000224808	SRGAP3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40898]	SRGAP3-AS1
ENSG00000161533	acyl-CoA oxidase 1, palmitoyl [Source:HGNC Symbol;Acc:HGNC:119]	ACOX1
ENSG00000134548	spexin hormone [Source:HGNC Symbol;Acc:HGNC:28139]	SPX
ENSG00000250356	heat shock 10kDa protein 1 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:49342]	HSPE1P23
ENSG00000154007	ankyrin repeat and SOCS box containing 17 [Source:HGNC Symbol;Acc:HGNC:19769]	ASB17
ENSG00000124102	peptidase inhibitor 3, skin-derived [Source:HGNC Symbol;Acc:HGNC:8947]	PI3
ENSG00000230678	bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]	BRD2
ENSG00000157869	RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9768]	RAB28
ENSG00000240929	histone cluster 2, H2bb (pseudogene) [Source:HGNC Symbol;Acc:HGNC:20654]	HIST2H2BB
ENSG00000229217	cytochrome c, somatic pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:24385]	CYCSP11
ENSG00000187753	chromosome 9 open reading frame 153 [Source:HGNC Symbol;Acc:HGNC:31456]	C9orf153
ENSG00000251201	TMED7-TICAM2 readthrough [Source:HGNC Symbol;Acc:HGNC:33945]	TMED7-TICAM2
ENSG00000232901	cytochrome c, somatic pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:24384]	CYCSP10
ENSG00000228240	testis-specific transcript, Y-linked 17A (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:18841]	TTTY17A
ENSG00000255749	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4386]	GNAI2P1
ENSG00000011260	UTP18 small subunit (SSU) processome component homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:24274]	UTP18
ENSG00000229847	EMX2 opposite strand/antisense RNA [Source:HGNC Symbol;Acc:HGNC:18511]	EMX2OS
ENSG00000128482	ring finger protein 112 [Source:HGNC Symbol;Acc:HGNC:12968]	RNF112
ENSG00000120647	coiled-coil domain containing 77 [Source:HGNC Symbol;Acc:HGNC:28203]	CCDC77
ENSG00000144476	atypical chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:23692]	ACKR3
ENSG00000164188	RAN binding protein 3-like [Source:HGNC Symbol;Acc:HGNC:26353]	RANBP3L
ENSG00000127580	WD repeat domain 24 [Source:HGNC Symbol;Acc:HGNC:20852]	WDR24
ENSG00000224640	serine/arginine-rich splicing factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39417]	SRSF1P1
ENSG00000100450	granzyme H (cathepsin G-like 2, protein h-CCPX) [Source:HGNC Symbol;Acc:HGNC:4710]	GZMH
ENSG00000131401	napsin B aspartic peptidase, pseudogene [Source:HGNC Symbol;Acc:HGNC:13396]	NAPSB
ENSG00000241832	cat eye syndrome chromosome region, candidate 3 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:1841]	CECR3
ENSG00000225492	guanylate binding protein 1, interferon-inducible pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39561]	GBP1P1
ENSG00000226878	glutathione S-transferase mu 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38006]	GSTM3P2
ENSG00000234390	USP27X antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:27249]	USP27X-AS1
ENSG00000147145	lysophosphatidic acid receptor 4 [Source:HGNC Symbol;Acc:HGNC:4478]	LPAR4
ENSG00000237211	SET pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:42923]	SETP4
ENSG00000277334	natural cytotoxicity triggering receptor 1 [Source:HGNC Symbol;Acc:HGNC:6731]	NCR1
ENSG00000170615	solute carrier family 26 (anion exchanger), member 5 [Source:HGNC Symbol;Acc:HGNC:9359]	SLC26A5
ENSG00000120555	septin 7 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:30810]	SEPT7P9
ENSG00000075407	zinc finger protein 37A [Source:HGNC Symbol;Acc:HGNC:13102]	ZNF37A
ENSG00000108433	golgi SNAP receptor complex member 2 [Source:HGNC Symbol;Acc:HGNC:4431]	GOSR2
ENSG00000179546	5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled [Source:HGNC Symbol;Acc:HGNC:5289]	HTR1D
ENSG00000265531	Fc fragment of IgG, high affinity Ic, receptor (CD64), pseudogene [Source:HGNC Symbol;Acc:HGNC:3615]	FCGR1C
ENSG00000124588	NAD(P)H dehydrogenase, quinone 2 [Source:HGNC Symbol;Acc:HGNC:7856]	NQO2
ENSG00000012983	mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6867]	MAP4K5
ENSG00000084674	apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]	APOB
ENSG00000176826	FK506 binding protein 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23568]	FKBP9P1
ENSG00000277297	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:37668]	ATP5A1P10
ENSG00000229547	ubiquitin-conjugating enzyme E2D N-terminal like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:28656]	UBE2DNL
ENSG00000182333	lipase, gastric [Source:HGNC Symbol;Acc:HGNC:6622]	LIPF
ENSG00000100206	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]	DMC1
ENSG00000121335	proline-rich protein BstNI subfamily 2 [Source:HGNC Symbol;Acc:HGNC:9338]	PRB2
ENSG00000141524	transmembrane channel-like 6 [Source:HGNC Symbol;Acc:HGNC:18021]	TMC6
ENSG00000100478	adaptor-related protein complex 4, sigma 1 subunit [Source:HGNC Symbol;Acc:HGNC:575]	AP4S1
ENSG00000141522	Rho GDP dissociation inhibitor (GDI) alpha [Source:HGNC Symbol;Acc:HGNC:678]	ARHGDIA
ENSG00000276379	killer cell immunoglobulin-like receptor, three domains, short cytoplasmic tail, 1 [Source:HGNC Symbol;Acc:HGNC:6340]	KIR3DS1
ENSG00000101076	hepatocyte nuclear factor 4, alpha [Source:HGNC Symbol;Acc:HGNC:5024]	HNF4A
ENSG00000204228	hydroxysteroid (17-beta) dehydrogenase 8 [Source:HGNC Symbol;Acc:HGNC:3554]	HSD17B8
ENSG00000251453	HAUS augmin-like complex, subunit 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43760]	HAUS1P1
ENSG00000184831	apolipoprotein O [Source:HGNC Symbol;Acc:HGNC:28727]	APOO
ENSG00000235380	MHC class I polypeptide-related sequence D (pseudogene) [Source:HGNC Symbol;Acc:HGNC:7093]	MICD
ENSG00000258315	chromosome 17 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28737]	C17orf49
ENSG00000230056	DEAD (Asp-Glu-Ala-Asp) box helicase 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:13948]	DDX6P1
ENSG00000147381	melanoma antigen family A, 4 [Source:HGNC Symbol;Acc:HGNC:6802]	MAGEA4
ENSG00000137409	mitochondrial carrier 1 [Source:HGNC Symbol;Acc:HGNC:17586]	MTCH1
ENSG00000111077	tensin like C1 domain containing phosphatase (tensin 2) [Source:HGNC Symbol;Acc:HGNC:19737]	TENC1
ENSG00000101003	GINS complex subunit 1 (Psf1 homolog) [Source:HGNC Symbol;Acc:HGNC:28980]	GINS1
ENSG00000124164	VAMP (vesicle-associated membrane protein)-associated protein B and C [Source:HGNC Symbol;Acc:HGNC:12649]	VAPB
ENSG00000227380	HLA complex group 15 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:18361]	HCG15
ENSG00000153820	SPHK1 interactor, AKAP domain containing [Source:HGNC Symbol;Acc:HGNC:30619]	SPHKAP
ENSG00000237859	eukaryotic translation elongation factor 1 alpha 1 pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:37908]	EEF1A1P31
ENSG00000180884	zinc finger protein 792 [Source:HGNC Symbol;Acc:HGNC:24751]	ZNF792
ENSG00000256171	glycine cleavage system protein H (aminomethyl carrier) pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43930]	GCSHP4
ENSG00000087301	thioredoxin domain containing 16 [Source:HGNC Symbol;Acc:HGNC:19965]	TXNDC16
ENSG00000173557	chromosome 2 open reading frame 70 [Source:HGNC Symbol;Acc:HGNC:27938]	C2orf70
ENSG00000197358	BCL2/adenovirus E1B 19kDa interacting protein 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19922]	BNIP3P1
ENSG00000103196	cysteine-rich secretory protein LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25248]	CRISPLD2
ENSG00000265158	leucine rich repeat containing 37, member A7, pseudogene [Source:HGNC Symbol;Acc:HGNC:43792]	LRRC37A7P
ENSG00000258812	T cell receptor alpha variable 33 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:12132]	TRAV33
ENSG00000225190	pleckstrin homology domain containing, family M (with RUN domain) member 1 [Source:HGNC Symbol;Acc:HGNC:29017]	PLEKHM1
ENSG00000182896	transmembrane protein 95 [Source:HGNC Symbol;Acc:HGNC:27898]	TMEM95
ENSG00000145835	CDKN2A interacting protein N-terminal like pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39855]	CDKN2AIPNLP2
ENSG00000113296	thrombospondin 4 [Source:HGNC Symbol;Acc:HGNC:11788]	THBS4
ENSG00000138660	adaptor-related protein complex 1 associated regulatory protein [Source:HGNC Symbol;Acc:HGNC:28808]	AP1AR
ENSG00000226444	ACTR3B pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:38683]	ACTR3BP6
ENSG00000213667	protein geranylgeranyltransferase type I, beta subunit pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45024]	PGGT1BP1
ENSG00000147364	F-box protein 25 [Source:HGNC Symbol;Acc:HGNC:13596]	FBXO25
ENSG00000234680	vomeronasal 2 receptor 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:33209]	VN2R3P
ENSG00000100129	eukaryotic translation initiation factor 3, subunit L [Source:HGNC Symbol;Acc:HGNC:18138]	EIF3L
ENSG00000235824	long intergenic non-protein coding RNA 837 [Source:HGNC Symbol;Acc:HGNC:27436]	LINC00837
ENSG00000228520	ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:10018]	RING1
ENSG00000139826	abhydrolase domain containing 13 [Source:HGNC Symbol;Acc:HGNC:20293]	ABHD13
ENSG00000254996	ANKHD1-EIF4EBP3 readthrough [Source:HGNC Symbol;Acc:HGNC:33530]	ANKHD1-EIF4EBP3
ENSG00000168300	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30483]	PCMTD1
ENSG00000146221	t-complex-associated-testis-expressed 1 [Source:HGNC Symbol;Acc:HGNC:11693]	TCTE1
ENSG00000141580	WD repeat domain 45B [Source:HGNC Symbol;Acc:HGNC:25072]	WDR45B
ENSG00000113141	IK cytokine, down-regulator of HLA II [Source:HGNC Symbol;Acc:HGNC:5958]	IK
ENSG00000224103	major histocompatibility complex, class II, DP alpha 1 [Source:HGNC Symbol;Acc:HGNC:4938]	HLA-DPA1
ENSG00000225714	polymerase (RNA) II (DNA directed) polypeptide L pseudogene [Source:HGNC Symbol;Acc:HGNC:31340]	POLR2LP
ENSG00000197674	olfactory receptor, family 51, subfamily C, member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15191]	OR51C1P
ENSG00000140254	dual oxidase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:26507]	DUOXA1
ENSG00000120265	protein-L-isoaspartate (D-aspartate) O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8728]	PCMT1
ENSG00000235642	protein tyrosine phosphatase type IVA, member 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:41932]	PTP4A1P5
ENSG00000227435	protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9289]	PPP1R2P1
ENSG00000224639	complement component 4B (Chido blood group) [Source:HGNC Symbol;Acc:HGNC:1324]	C4B
ENSG00000145375	spermatogenesis associated 5 [Source:HGNC Symbol;Acc:HGNC:18119]	SPATA5
ENSG00000160221	chromosome 21 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:1273]	C21orf33
ENSG00000185651	ubiquitin-conjugating enzyme E2L 3 [Source:HGNC Symbol;Acc:HGNC:12488]	UBE2L3
ENSG00000226250	long intergenic non-protein coding RNA 408 [Source:HGNC Symbol;Acc:HGNC:42740]	LINC00408
ENSG00000249348	UGDH antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40601]	UGDH-AS1
ENSG00000184029	Down syndrome critical region gene 4 [Source:HGNC Symbol;Acc:HGNC:3045]	DSCR4
ENSG00000198157	high mobility group nucleosome binding domain 5 [Source:HGNC Symbol;Acc:HGNC:8013]	HMGN5
ENSG00000232810	tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]	TNF
ENSG00000219027	ribosomal protein S3A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:14196]	RPS3AP2
ENSG00000233618	olfactory receptor, family 2, subfamily J, member 3 [Source:HGNC Symbol;Acc:HGNC:8261]	OR2J3
ENSG00000108528	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11 [Source:HGNC Symbol;Acc:HGNC:10981]	SLC25A11
ENSG00000148215	olfactory receptor, family 5, subfamily C, member 1 [Source:HGNC Symbol;Acc:HGNC:8331]	OR5C1
ENSG00000263846	cytokine induced apoptosis inhibitor 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:31087]	CIAPIN1P
ENSG00000015568	RANBP2-like and GRIP domain containing 5 [Source:HGNC Symbol;Acc:HGNC:32418]	RGPD5
ENSG00000169676	dopamine receptor D5 [Source:HGNC Symbol;Acc:HGNC:3026]	DRD5
ENSG00000196475	glycerol kinase 2 [Source:HGNC Symbol;Acc:HGNC:4291]	GK2
ENSG00000111605	cleavage and polyadenylation specific factor 6, 68kDa [Source:HGNC Symbol;Acc:HGNC:13871]	CPSF6
ENSG00000117525	coagulation factor III (thromboplastin, tissue factor) [Source:HGNC Symbol;Acc:HGNC:3541]	F3
ENSG00000206447	mitochondrial coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:20668]	MCCD1
ENSG00000148482	solute carrier family 39 (zinc transporter), member 12 [Source:HGNC Symbol;Acc:HGNC:20860]	SLC39A12
ENSG00000058673	zinc finger CCCH-type containing 11A [Source:HGNC Symbol;Acc:HGNC:29093]	ZC3H11A
ENSG00000125834	serine/threonine kinase 35 [Source:HGNC Symbol;Acc:HGNC:16254]	STK35
ENSG00000105227	periaxin [Source:HGNC Symbol;Acc:HGNC:13797]	PRX
ENSG00000180543	TSPY-like 5 [Source:HGNC Symbol;Acc:HGNC:29367]	TSPYL5
ENSG00000165572	kelch repeat and BTB (POZ) domain containing 6 [Source:HGNC Symbol;Acc:HGNC:25340]	KBTBD6
ENSG00000146197	signal peptide, CUB domain, EGF-like 3 [Source:HGNC Symbol;Acc:HGNC:13655]	SCUBE3
ENSG00000163683	small integral membrane protein 14 [Source:HGNC Symbol;Acc:HGNC:27321]	SMIM14
ENSG00000140105	tryptophanyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:12729]	WARS
ENSG00000197619	zinc finger protein 615 [Source:HGNC Symbol;Acc:HGNC:24740]	ZNF615
ENSG00000108452	zinc finger protein 29, pseudogene [Source:HGNC Symbol;Acc:HGNC:13080]	ZNF29P
ENSG00000188725	small integral membrane protein 15 [Source:HGNC Symbol;Acc:HGNC:33861]	SMIM15
ENSG00000197582	glutathione peroxidase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4560]	GPX1P1
ENSG00000087338	germ cell-less, spermatogenesis associated 1 [Source:HGNC Symbol;Acc:HGNC:23843]	GMCL1
ENSG00000211660	immunoglobulin lambda variable 2-23 [Source:HGNC Symbol;Acc:HGNC:5890]	IGLV2-23
ENSG00000105671	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49 [Source:HGNC Symbol;Acc:HGNC:18684]	DDX49
ENSG00000230965	sorting nexin 18 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:39621]	SNX18P13
ENSG00000224736	major histocompatibility complex, class I, V (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23482]	HLA-V
ENSG00000165282	phosphatidylinositol glycan anchor biosynthesis, class O [Source:HGNC Symbol;Acc:HGNC:23215]	PIGO
ENSG00000170370	empty spiracles homeobox 2 [Source:HGNC Symbol;Acc:HGNC:3341]	EMX2
ENSG00000122691	twist family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12428]	TWIST1
ENSG00000223687	zinc finger protein 311 [Source:HGNC Symbol;Acc:HGNC:13847]	ZNF311
ENSG00000229856	cytochrome P450, family 21, subfamily A, polypeptide 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:2599]	CYP21A1P
ENSG00000136244	interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018]	IL6
ENSG00000149328	galactosidase, beta 1-like 2 [Source:HGNC Symbol;Acc:HGNC:25129]	GLB1L2
ENSG00000146409	solute carrier family 18, subfamily B, member 1 [Source:HGNC Symbol;Acc:HGNC:21573]	SLC18B1
ENSG00000206232	PSMB8 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:39758]	PSMB8-AS1
ENSG00000147003	transmembrane protein 27 [Source:HGNC Symbol;Acc:HGNC:29437]	TMEM27
